epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.4681,3.13101,3.02034,1.63887,0.30957,0.13857,0.07315,0.0283,2.3467,1.82773,1.21479,0.00199458,0.00199458,0.0820488
2,146.059,2.33332,1.92607,1.20536,0.26832,0.18857,0.10788,0.04763,2.06866,1.65097,1.11088,0.0039936,0.0039936,0.0640478
3,214.78,2.19668,1.75271,1.14731,0.3381,0.20116,0.13702,0.05787,2.08926,1.51679,1.09724,0.00598872,0.00598872,0.0460429
4,282.509,2.11482,1.6687,1.12046,0.33741,0.21623,0.1488,0.06503,2.01357,1.52001,1.09257,0.00797702,0.00797702,0.0280312
5,349.726,2.09254,1.61804,1.10891,0.34139,0.21658,0.15382,0.06659,2.03724,1.5864,1.0852,0.00995557,0.00995557,0.0100098
6,417.15,2.06346,1.59853,1.09607,0.29135,0.23007,0.17428,0.07928,1.99593,1.43294,1.06695,0.00993906,0.00993906,0.00993906
7,484.39,2.02365,1.54715,1.08334,0.29911,0.24609,0.189,0.08999,1.85374,1.33728,1.02948,0.00991232,0.00991232,0.00991232
8,551.243,1.96729,1.48694,1.07358,0.29672,0.24874,0.1881,0.09403,1.76794,1.31415,1.0194,0.00988079,0.00988079,0.00988079
9,618.494,1.94203,1.46409,1.0635,0.34421,0.26273,0.2211,0.11014,1.74337,1.24982,1.00616,0.00984449,0.00984449,0.00984449
10,684.865,1.91227,1.43165,1.05639,0.33619,0.2706,0.22576,0.10968,1.75257,1.25417,1.00853,0.00980345,0.00980345,0.00980345
11,751.413,1.89007,1.40737,1.04834,0.34167,0.28146,0.23848,0.1187,1.70194,1.2208,0.99358,0.00975773,0.00975773,0.00975773
12,818.299,1.87461,1.38915,1.0429,0.36162,0.27861,0.24205,0.11971,1.70404,1.22387,0.98803,0.00970736,0.00970736,0.00970736
13,885.096,1.85535,1.36418,1.04018,0.36093,0.28623,0.24766,0.12575,1.69538,1.19185,0.98802,0.00965239,0.00965239,0.00965239
14,951.475,1.8423,1.34473,1.03135,0.36505,0.30179,0.25304,0.12638,1.67013,1.17648,0.98122,0.00959289,0.00959289,0.00959289
15,1018.26,1.83337,1.34094,1.03043,0.35984,0.2936,0.25179,0.13066,1.61609,1.18392,0.9704,0.00952889,0.00952889,0.00952889
16,1084.84,1.8222,1.3297,1.03221,0.3648,0.30104,0.26094,0.13596,1.59834,1.16258,0.96733,0.00946048,0.00946048,0.00946048
17,1151.51,1.80673,1.3085,1.0253,0.39465,0.29985,0.26441,0.13721,1.5778,1.14672,0.96281,0.00938772,0.00938772,0.00938772
