epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,101.321,1.5207,1.12707,1.04378,0.53709,0.42627,0.42003,0.23443,1.44003,1.1092,1.02474,0.00166328,0.00166328,0.0683977
2,197.006,1.53429,1.1443,1.03918,0.51487,0.42833,0.4127,0.2328,1.43919,1.12205,1.0253,0.00332917,0.00332917,0.0367302
3,290.846,1.53957,1.15192,1.04712,0.53176,0.41849,0.40665,0.2249,1.44309,1.1326,1.02685,0.00499193,0.00499193,0.00505968
4,384.352,1.55605,1.17307,1.06065,0.52377,0.41387,0.40165,0.22063,1.47127,1.13849,1.03252,0.00498946,0.00498946,0.00498946
5,477.916,1.56024,1.17798,1.05671,0.52736,0.41478,0.40517,0.2258,1.44513,1.14415,1.02846,0.00498127,0.00498127,0.00498127
6,571.277,1.55915,1.18029,1.05391,0.50423,0.41221,0.40157,0.22565,1.44146,1.14832,1.02591,0.00497076,0.00497076,0.00497076
7,664.918,1.56499,1.17898,1.05669,0.52502,0.41501,0.40666,0.22434,1.47349,1.14053,1.03276,0.00495793,0.00495793,0.00495793
8,758.161,1.55242,1.17246,1.06094,0.52859,0.41128,0.41244,0.23089,1.44463,1.12452,1.02918,0.0049428,0.0049428,0.0049428
9,851.661,1.55811,1.17059,1.0533,0.51662,0.41706,0.40366,0.22451,1.44369,1.12965,1.02573,0.00492539,0.00492539,0.00492539
10,945.143,1.56151,1.17567,1.0529,0.52037,0.42297,0.40811,0.22508,1.45811,1.13373,1.02956,0.0049057,0.0049057,0.0049057
11,1038.59,1.55374,1.16502,1.05427,0.52484,0.41622,0.40986,0.22835,1.45164,1.1271,1.02921,0.00488376,0.00488376,0.00488376
12,1131.73,1.55666,1.17256,1.05106,0.49518,0.42246,0.40256,0.22548,1.44242,1.14688,1.02716,0.00485959,0.00485959,0.00485959
13,1225.14,1.55027,1.17058,1.05653,0.51996,0.42568,0.41375,0.23076,1.44839,1.12512,1.02743,0.00483322,0.00483322,0.00483322
14,1318.05,1.55662,1.16973,1.05189,0.52102,0.42928,0.41591,0.23181,1.43909,1.11961,1.02657,0.00480467,0.00480467,0.00480467
15,1411.1,1.54166,1.15531,1.05311,0.5266,0.41951,0.41118,0.22814,1.45931,1.12821,1.02835,0.00477396,0.00477396,0.00477396
16,1504.41,1.54741,1.16045,1.05226,0.52898,0.42382,0.41129,0.23053,1.44421,1.12125,1.02827,0.00474114,0.00474114,0.00474114
17,1598.02,1.53872,1.14472,1.0468,0.54197,0.42124,0.41891,0.23259,1.44967,1.12185,1.02934,0.00470623,0.00470623,0.00470623
18,1691.14,1.55121,1.15692,1.04872,0.53045,0.41569,0.41085,0.22839,1.43279,1.11188,1.02414,0.00466926,0.00466926,0.00466926
