epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,165.195,1.43159,1.15608,1.12125,0.58467,0.49099,0.48416,0.27863,1.46923,1.258,1.14209,0.000998643,0.000998643,0.0510665
2,324.307,1.42533,1.14614,1.11574,0.57213,0.48814,0.4804,0.27538,1.4786,1.26331,1.1432,0.00199819,0.00199819,0.00206603
3,482.488,1.43463,1.15007,1.12128,0.56456,0.48487,0.47774,0.27347,1.48528,1.26763,1.14449,0.00199818,0.00199818,0.00199818
4,639.974,1.42998,1.15097,1.12192,0.56732,0.48698,0.47417,0.27353,1.46978,1.26256,1.14123,0.00199592,0.00199592,0.00199592
5,799.975,1.42065,1.13425,1.11404,0.57063,0.48832,0.47983,0.27588,1.4854,1.26092,1.14324,0.00199275,0.00199275,0.00199275
6,957.701,1.42805,1.13709,1.11661,0.56791,0.48678,0.48127,0.27787,1.47045,1.25321,1.14115,0.00198867,0.00198867,0.00198867
7,1116.14,1.42655,1.14295,1.1179,0.56565,0.49438,0.48332,0.27875,1.47663,1.26423,1.1421,0.0019837,0.0019837,0.0019837
8,1274.52,1.42396,1.13195,1.11621,0.57654,0.49173,0.48495,0.28129,1.45861,1.24621,1.13755,0.00197784,0.00197784,0.00197784
9,1432.83,1.41482,1.12969,1.11753,0.57684,0.48227,0.47809,0.27784,1.45789,1.24898,1.13978,0.0019711,0.0019711,0.0019711
10,1590.93,1.41756,1.13199,1.11747,0.56943,0.49089,0.48329,0.27862,1.47563,1.25432,1.13838,0.00196347,0.00196347,0.00196347
11,1749.2,1.42402,1.13027,1.11836,0.5627,0.4903,0.48335,0.27982,1.4568,1.25054,1.13767,0.00195497,0.00195497,0.00195497
12,1908.05,1.41916,1.1254,1.11178,0.56379,0.49361,0.48044,0.27712,1.47127,1.25814,1.14198,0.00194561,0.00194561,0.00194561
13,2066.75,1.4193,1.12009,1.11154,0.5757,0.49209,0.4852,0.28045,1.45273,1.24695,1.13684,0.00193539,0.00193539,0.00193539
14,2224.57,1.41621,1.1204,1.11529,0.56849,0.4862,0.4748,0.27388,1.48129,1.26068,1.14532,0.00192433,0.00192433,0.00192433
15,2382.66,1.4159,1.12411,1.11406,0.57114,0.48858,0.48521,0.28038,1.46826,1.25173,1.13986,0.00191244,0.00191244,0.00191244
16,2540.98,1.41925,1.12535,1.11088,0.578,0.48464,0.48319,0.27912,1.45789,1.25321,1.13639,0.00189973,0.00189973,0.00189973
17,2699.89,1.41216,1.12032,1.11266,0.57978,0.48618,0.48291,0.27998,1.45928,1.25052,1.13571,0.0018862,0.0018862,0.0018862
18,2858.57,1.40385,1.10605,1.10879,0.5717,0.49586,0.48546,0.28141,1.46385,1.251,1.13867,0.00187188,0.00187188,0.00187188
19,3017.07,1.4075,1.10749,1.10951,0.58163,0.48906,0.48209,0.27949,1.46373,1.24891,1.13968,0.00185678,0.00185678,0.00185678
20,3175.16,1.41358,1.11424,1.11311,0.57874,0.48527,0.48211,0.27972,1.46194,1.26217,1.14044,0.00184091,0.00184091,0.00184091
21,3333.67,1.41316,1.11017,1.1107,0.56531,0.49493,0.48067,0.27833,1.47065,1.25435,1.14168,0.0018243,0.0018243,0.0018243
22,3492.39,1.41523,1.109,1.1132,0.56496,0.497,0.48137,0.2776,1.47185,1.24918,1.14305,0.00180694,0.00180694,0.00180694
23,3651.66,1.39952,1.10314,1.11389,0.56623,0.49642,0.4822,0.28018,1.46064,1.25136,1.13939,0.00178887,0.00178887,0.00178887
24,3811.18,1.40126,1.09625,1.10719,0.5711,0.49413,0.48479,0.27955,1.47625,1.25044,1.14183,0.0017701,0.0017701,0.0017701
25,3970.53,1.40084,1.09615,1.1082,0.56989,0.49106,0.48407,0.28008,1.47057,1.24859,1.13975,0.00175065,0.00175065,0.00175065
26,4129.68,1.39379,1.09298,1.10772,0.5695,0.49595,0.48441,0.28194,1.45162,1.24597,1.13666,0.00173054,0.00173054,0.00173054
27,4288.4,1.39446,1.08843,1.1107,0.57868,0.48912,0.4824,0.27705,1.48351,1.25647,1.14274,0.00170978,0.00170978,0.00170978
28,4447.05,1.39935,1.08951,1.10853,0.56987,0.4917,0.48083,0.27803,1.46913,1.2552,1.14174,0.00168841,0.00168841,0.00168841
29,4606.85,1.40258,1.09447,1.11089,0.56806,0.48824,0.47821,0.27669,1.46114,1.25607,1.13758,0.00166643,0.00166643,0.00166643
30,4765.66,1.39446,1.08562,1.10513,0.5791,0.48512,0.481,0.27941,1.46033,1.24652,1.13924,0.00164387,0.00164387,0.00164387
31,4925.79,1.39854,1.08669,1.11077,0.56824,0.48466,0.47744,0.27774,1.46037,1.2475,1.13846,0.00162076,0.00162076,0.00162076
32,5084.65,1.39592,1.08218,1.10608,0.56175,0.49623,0.47764,0.2765,1.46677,1.25119,1.13971,0.00159712,0.00159712,0.00159712
33,5244.57,1.40052,1.08847,1.10591,0.57136,0.49222,0.4821,0.27953,1.4554,1.24773,1.13723,0.00157296,0.00157296,0.00157296
34,5404.52,1.39651,1.08181,1.10446,0.57073,0.4943,0.48466,0.28049,1.45629,1.2456,1.13669,0.00154832,0.00154832,0.00154832
35,5563.5,1.39171,1.07716,1.10661,0.57224,0.49465,0.4814,0.2799,1.46087,1.25127,1.13823,0.00152321,0.00152321,0.00152321
36,5722.58,1.38554,1.0713,1.10365,0.57526,0.48888,0.47986,0.27749,1.46476,1.24691,1.14088,0.00149767,0.00149767,0.00149767
37,5882.01,1.38975,1.07471,1.10038,0.5692,0.49775,0.48332,0.28049,1.46152,1.25051,1.13918,0.00147172,0.00147172,0.00147172
38,6041.85,1.38212,1.06415,1.10297,0.56884,0.48423,0.4767,0.27547,1.46378,1.25957,1.1385,0.00144538,0.00144538,0.00144538
39,6200.76,1.3903,1.07248,1.10396,0.57793,0.48941,0.48183,0.27823,1.45395,1.24722,1.13594,0.00141867,0.00141867,0.00141867
40,6359.64,1.37749,1.0626,1.10251,0.57205,0.4963,0.48132,0.27917,1.46214,1.25314,1.13892,0.00139164,0.00139164,0.00139164
41,6519.09,1.38287,1.06733,1.10223,0.57602,0.492,0.48303,0.2794,1.4608,1.24872,1.13747,0.0013643,0.0013643,0.0013643
42,6678.49,1.38269,1.06437,1.10548,0.55914,0.49667,0.47825,0.27628,1.46375,1.25426,1.13871,0.00133667,0.00133667,0.00133667
43,6838.74,1.38109,1.06332,1.10067,0.56375,0.49802,0.47965,0.27723,1.461,1.25011,1.13798,0.00130879,0.00130879,0.00130879
44,6997.62,1.38326,1.05869,1.09944,0.56056,0.49937,0.47946,0.27815,1.45306,1.2483,1.13577,0.00128069,0.00128069,0.00128069
45,7156.45,1.37959,1.06037,1.10512,0.56894,0.48771,0.4783,0.27785,1.45412,1.25374,1.13678,0.00125239,0.00125239,0.00125239
46,7315,1.37314,1.05213,1.10295,0.55954,0.49831,0.47985,0.2787,1.45754,1.24985,1.13676,0.00122392,0.00122392,0.00122392
47,7474.66,1.38038,1.05488,1.09958,0.57323,0.4918,0.48114,0.27928,1.44758,1.24583,1.13422,0.00119531,0.00119531,0.00119531
48,7634.83,1.37239,1.04888,1.09691,0.56796,0.4931,0.48153,0.27987,1.45486,1.24612,1.13662,0.00116658,0.00116658,0.00116658
49,7794.4,1.37253,1.04898,1.10134,0.57943,0.48742,0.4846,0.27969,1.44866,1.24158,1.13511,0.00113777,0.00113777,0.00113777
50,7953.56,1.37722,1.05384,1.09701,0.56986,0.49379,0.4806,0.27843,1.44969,1.24796,1.13486,0.0011089,0.0011089,0.0011089
51,8112.41,1.37601,1.05348,1.10102,0.57368,0.49212,0.48018,0.27915,1.45548,1.25127,1.13687,0.00108,0.00108,0.00108
52,8271.42,1.3756,1.04943,1.10011,0.57227,0.49203,0.48205,0.28111,1.44862,1.24686,1.13445,0.0010511,0.0010511,0.0010511
53,8431.62,1.36565,1.03578,1.09766,0.57769,0.49205,0.48282,0.28112,1.4519,1.24248,1.13588,0.00102223,0.00102223,0.00102223
54,8591.25,1.37721,1.04569,1.09881,0.57135,0.50143,0.48051,0.27926,1.45348,1.24842,1.13759,0.00099342,0.00099342,0.00099342
55,8749.22,1.37558,1.04681,1.09843,0.56804,0.49862,0.4827,0.28059,1.45524,1.24473,1.13838,0.000964693,0.000964693,0.000964693
56,8908.1,1.37483,1.04422,1.09924,0.5724,0.49482,0.48286,0.28127,1.44919,1.24589,1.13619,0.00093608,0.00093608,0.00093608
57,9067.02,1.36767,1.03503,1.09763,0.58078,0.48706,0.47946,0.27815,1.45835,1.25047,1.13857,0.000907609,0.000907609,0.000907609
