epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.2998,3.13008,2.98837,1.63449,0.18476,0.1918,0.07321,0.02836,2.32069,1.79943,1.22106,0.00199458,0.00199458,0.0820488
2,145.876,2.30193,1.91456,1.21245,0.27091,0.17254,0.10899,0.04888,2.03501,1.58363,1.10351,0.0039936,0.0039936,0.0640478
3,214.826,2.17896,1.7516,1.15278,0.35248,0.20269,0.14322,0.06186,2.06458,1.50179,1.08971,0.00598872,0.00598872,0.0460429
4,282.664,2.10384,1.66404,1.12687,0.25737,0.23155,0.16235,0.0713,1.99858,1.46236,1.08514,0.00797702,0.00797702,0.0280312
5,349.129,2.07845,1.60918,1.11316,0.26964,0.2415,0.16506,0.07401,1.97775,1.45306,1.07873,0.00995557,0.00995557,0.0100098
6,416.098,2.04987,1.58798,1.09828,0.28495,0.22863,0.17373,0.0766,2.02286,1.4114,1.07908,0.00993906,0.00993906,0.00993906
7,483.028,2.01121,1.53757,1.08662,0.2604,0.24503,0.17484,0.0853,1.80016,1.35954,1.0288,0.00991232,0.00991232,0.00991232
8,549.535,1.96302,1.48413,1.07752,0.28798,0.25559,0.18711,0.09401,1.74007,1.30826,1.01087,0.00988079,0.00988079,0.00988079
9,616.331,1.93435,1.45504,1.06602,0.32398,0.26197,0.21398,0.10492,1.73794,1.27385,1.00371,0.00984449,0.00984449,0.00984449
10,683.021,1.90619,1.42504,1.05887,0.34654,0.27491,0.2248,0.11054,1.75604,1.24279,1.0044,0.00980345,0.00980345,0.00980345
11,749.538,1.88404,1.40125,1.05058,0.36342,0.27597,0.23838,0.11915,1.72694,1.22003,1.00009,0.00975773,0.00975773,0.00975773
12,816.513,1.87018,1.38072,1.04617,0.3637,0.29236,0.2447,0.12355,1.65713,1.19582,0.98145,0.00970736,0.00970736,0.00970736
13,883.482,1.84887,1.35624,1.04205,0.35828,0.29052,0.2472,0.1246,1.68635,1.20158,0.98403,0.00965239,0.00965239,0.00965239
14,950.146,1.83716,1.33873,1.03243,0.36362,0.29336,0.24969,0.127,1.63443,1.17772,0.97861,0.00959289,0.00959289,0.00959289
15,1017.27,1.82787,1.33677,1.03096,0.35909,0.28904,0.2497,0.13015,1.61132,1.18179,0.96981,0.00952889,0.00952889,0.00952889
16,1083.78,1.81634,1.32218,1.0344,0.3896,0.30241,0.2679,0.14039,1.57834,1.14773,0.96401,0.00946048,0.00946048,0.00946048
17,1150.74,1.80231,1.3046,1.02689,0.38808,0.307,0.26837,0.1383,1.58389,1.15123,0.96687,0.00938772,0.00938772,0.00938772
18,1217.6,1.79211,1.29094,1.01873,0.38834,0.30966,0.26811,0.13777,1.60129,1.15645,0.9676,0.00931067,0.00931067,0.00931067
19,1284.06,1.775,1.2767,1.02228,0.39194,0.3077,0.27555,0.14564,1.55759,1.13776,0.95589,0.00922942,0.00922942,0.00922942
20,1350.87,1.76402,1.26413,1.01728,0.39282,0.31548,0.28406,0.14665,1.58392,1.13334,0.96258,0.00914405,0.00914405,0.00914405
21,1417.74,1.77173,1.26593,1.01617,0.41365,0.31282,0.28376,0.14634,1.56707,1.11961,0.95849,0.00905463,0.00905463,0.00905463
22,1484.74,1.76267,1.26178,1.0147,0.41064,0.31807,0.2856,0.14709,1.56796,1.11866,0.95509,0.00896127,0.00896127,0.00896127
23,1551.69,1.74796,1.24446,1.00692,0.42533,0.31965,0.29308,0.15316,1.5654,1.09735,0.95722,0.00886404,0.00886404,0.00886404
24,1618.73,1.75834,1.24224,1.00724,0.41975,0.3297,0.29847,0.15359,1.59041,1.10494,0.95881,0.00876305,0.00876305,0.00876305
25,1685.59,1.7571,1.24369,1.00849,0.42995,0.32535,0.30304,0.1584,1.53007,1.08978,0.94771,0.00865839,0.00865839,0.00865839
26,1752.79,1.73895,1.23067,1.00464,0.42328,0.3306,0.30263,0.16089,1.51055,1.08692,0.94433,0.00855018,0.00855018,0.00855018
27,1819.7,1.7248,1.21719,1.00419,0.4298,0.33156,0.29927,0.15966,1.52032,1.0871,0.94384,0.00843851,0.00843851,0.00843851
28,1886.46,1.72235,1.21688,1.00372,0.41123,0.33613,0.30181,0.15884,1.53092,1.08842,0.94795,0.00832349,0.00832349,0.00832349
29,1953.31,1.72037,1.21825,0.99905,0.43581,0.33427,0.3067,0.16376,1.50642,1.07016,0.94189,0.00820525,0.00820525,0.00820525
30,2019.89,1.71854,1.2095,1.00074,0.44334,0.33335,0.30895,0.16566,1.508,1.06996,0.94204,0.00808389,0.00808389,0.00808389
31,2086.85,1.71113,1.20302,0.99761,0.45029,0.3301,0.30694,0.16293,1.52336,1.068,0.94287,0.00795954,0.00795954,0.00795954
32,2153.9,1.70592,1.19218,0.9945,0.43395,0.33863,0.31399,0.16652,1.51656,1.0566,0.94194,0.00783231,0.00783231,0.00783231
33,2221.29,1.71299,1.2011,0.9953,0.43201,0.33951,0.3116,0.16666,1.48442,1.06487,0.93681,0.00770234,0.00770234,0.00770234
34,2288.23,1.69739,1.18037,0.99285,0.45059,0.3419,0.32193,0.17363,1.48072,1.05237,0.9336,0.00756976,0.00756976,0.00756976
35,2355.39,1.69588,1.18281,0.99033,0.44043,0.34445,0.31889,0.17264,1.47862,1.04924,0.93412,0.00743468,0.00743468,0.00743468
36,2422.47,1.68776,1.17153,0.99205,0.44813,0.34949,0.32377,0.17451,1.47201,1.03765,0.93139,0.00729725,0.00729725,0.00729725
