epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,122.594,1.37776,1.0766,1.03303,0.59501,0.49032,0.49269,0.28907,1.4267,1.23965,1.05971,0.000998643,0.000998643,0.0510665
2,239.207,1.37312,1.0704,1.02958,0.58345,0.49172,0.48909,0.28854,1.42525,1.24429,1.05823,0.00199819,0.00199819,0.00206603
3,355.256,1.38147,1.07481,1.03285,0.58581,0.4908,0.49173,0.28892,1.43136,1.24335,1.06119,0.00199818,0.00199818,0.00199818
4,470.675,1.3765,1.07582,1.03318,0.58141,0.49423,0.48772,0.28325,1.44798,1.24885,1.06166,0.00199592,0.00199592,0.00199592
5,587.003,1.37057,1.06224,1.02918,0.58059,0.49033,0.48682,0.28421,1.44257,1.23906,1.06052,0.00199275,0.00199275,0.00199275
6,702.455,1.37644,1.06673,1.03028,0.58954,0.49997,0.49169,0.28878,1.42605,1.23134,1.05816,0.00198867,0.00198867,0.00198867
7,818.365,1.37191,1.06843,1.03095,0.57943,0.49494,0.49171,0.28683,1.42712,1.23863,1.05903,0.0019837,0.0019837,0.0019837
8,933.959,1.37097,1.06041,1.03013,0.58583,0.49873,0.49348,0.28902,1.44285,1.23469,1.06105,0.00197784,0.00197784,0.00197784
9,1049.78,1.36554,1.05523,1.03068,0.5903,0.49659,0.49362,0.29081,1.418,1.23151,1.05777,0.0019711,0.0019711,0.0019711
10,1165.92,1.36563,1.05951,1.03051,0.59362,0.49244,0.49471,0.29122,1.42313,1.23224,1.05631,0.00196347,0.00196347,0.00196347
11,1281.54,1.37358,1.06039,1.03044,0.60547,0.48666,0.49276,0.29061,1.42658,1.23777,1.05878,0.00195497,0.00195497,0.00195497
12,1397.99,1.36957,1.05573,1.02684,0.58929,0.50219,0.4994,0.29426,1.42079,1.22553,1.05762,0.00194561,0.00194561,0.00194561
13,1514.63,1.36844,1.04873,1.0263,0.58196,0.49137,0.48763,0.2859,1.42675,1.24559,1.0599,0.00193539,0.00193539,0.00193539
14,1630.08,1.36542,1.0488,1.02867,0.58254,0.49296,0.48718,0.28617,1.43028,1.24486,1.0601,0.00192433,0.00192433,0.00192433
15,1745.78,1.36654,1.05001,1.02811,0.59056,0.49766,0.49561,0.28839,1.45235,1.24161,1.06278,0.00191244,0.00191244,0.00191244
16,1861.73,1.36817,1.05339,1.02641,0.59401,0.49282,0.4951,0.28993,1.43349,1.23873,1.05904,0.00189973,0.00189973,0.00189973
17,1977.14,1.36405,1.05011,1.02727,0.59973,0.48467,0.49215,0.28909,1.43141,1.23132,1.05779,0.0018862,0.0018862,0.0018862
18,2092.73,1.3547,1.03655,1.02462,0.59584,0.49311,0.49368,0.29042,1.43024,1.23868,1.06125,0.00187188,0.00187188,0.00187188
19,2208.24,1.35765,1.0357,1.02478,0.58512,0.49827,0.49082,0.28759,1.42762,1.23387,1.05962,0.00185678,0.00185678,0.00185678
20,2324.29,1.36434,1.04269,1.02712,0.58049,0.49704,0.49056,0.28755,1.42661,1.24237,1.05799,0.00184091,0.00184091,0.00184091
21,2440.11,1.3633,1.04092,1.02614,0.58641,0.4964,0.48853,0.28686,1.42986,1.24136,1.05833,0.0018243,0.0018243,0.0018243
22,2555.48,1.36397,1.03613,1.02664,0.58243,0.49703,0.49045,0.28553,1.43517,1.23727,1.05877,0.00180694,0.00180694,0.00180694
23,2670.42,1.35026,1.03249,1.02666,0.58108,0.49806,0.49092,0.28823,1.43694,1.24104,1.05959,0.00178887,0.00178887,0.00178887
