epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,165.098,3.00398,3.01313,2.30918,0.21791,0.16048,0.08233,0.03261,2.21863,2.10235,1.69354,0.00199729,0.00199729,0.0820244
2,316.993,2.26399,2.16607,1.63416,0.25639,0.1948,0.10948,0.04182,2.17149,1.84292,1.57609,0.00399631,0.00399631,0.0640234
3,464.663,2.13266,1.99641,1.52677,0.21339,0.23035,0.14746,0.0661,1.87485,1.69863,1.41668,0.00599143,0.00599143,0.0460186
4,611.531,2.06283,1.92005,1.48303,0.24878,0.24042,0.17222,0.0798,1.82104,1.62598,1.36592,0.00797972,0.00797972,0.0280069
5,756.818,2.02781,1.8651,1.44564,0.27398,0.25999,0.18436,0.08552,1.83389,1.56292,1.3711,0.00995826,0.00995826,0.0099854
6,901.381,1.99821,1.80487,1.42703,0.27324,0.26559,0.18721,0.08726,1.83196,1.57521,1.34959,0.00993906,0.00993906,0.00993906
7,1046.99,1.95258,1.73846,1.39792,0.30993,0.26886,0.218,0.10822,1.71267,1.47133,1.30015,0.00991232,0.00991232,0.00991232
8,1192.14,1.91982,1.69933,1.38325,0.30429,0.29966,0.21937,0.10952,1.6933,1.45546,1.28975,0.00988079,0.00988079,0.00988079
9,1337.61,1.88631,1.65105,1.36789,0.32413,0.28365,0.22608,0.11361,1.70377,1.44767,1.28737,0.00984449,0.00984449,0.00984449
10,1481.98,1.86698,1.60003,1.34607,0.36743,0.30362,0.25692,0.12571,1.72001,1.37077,1.29399,0.00980345,0.00980345,0.00980345
11,1626.19,1.83705,1.56392,1.33857,0.37403,0.31266,0.26704,0.13547,1.64827,1.33822,1.25569,0.00975773,0.00975773,0.00975773
12,1771.37,1.82124,1.54671,1.33041,0.37847,0.31945,0.27653,0.14247,1.6109,1.3087,1.24423,0.00970736,0.00970736,0.00970736
13,1916.04,1.81223,1.52209,1.31419,0.38937,0.33241,0.28975,0.1501,1.61367,1.30371,1.24235,0.00965239,0.00965239,0.00965239
14,2059.98,1.79365,1.49957,1.30686,0.38222,0.31562,0.27492,0.14453,1.59256,1.30337,1.22839,0.00959289,0.00959289,0.00959289
15,2204.86,1.78319,1.47785,1.3011,0.38502,0.33497,0.29443,0.15306,1.58718,1.29398,1.2232,0.00952889,0.00952889,0.00952889
16,2349.73,1.78527,1.47692,1.29812,0.42133,0.33585,0.29855,0.15619,1.5935,1.29211,1.22833,0.00946048,0.00946048,0.00946048
17,2494.1,1.77828,1.45995,1.28904,0.42917,0.34759,0.31159,0.16334,1.58561,1.26255,1.21595,0.00938772,0.00938772,0.00938772
18,2639.15,1.77812,1.46413,1.27329,0.43279,0.34603,0.31462,0.16709,1.57492,1.26513,1.2088,0.00931067,0.00931067,0.00931067
19,2783.68,1.76568,1.44747,1.27145,0.4095,0.35386,0.3126,0.16584,1.57042,1.26075,1.19855,0.00922942,0.00922942,0.00922942
20,2928.02,1.75492,1.42633,1.25509,0.42063,0.34912,0.31747,0.16786,1.56118,1.25509,1.19141,0.00914405,0.00914405,0.00914405
21,3073,1.74195,1.41921,1.25722,0.43796,0.35827,0.33065,0.17514,1.546,1.23128,1.18679,0.00905463,0.00905463,0.00905463
22,3218.14,1.74567,1.42254,1.25166,0.44822,0.37,0.33414,0.17549,1.55531,1.22696,1.18248,0.00896127,0.00896127,0.00896127
23,3360.44,1.72066,1.3921,1.24214,0.45539,0.36553,0.33898,0.18133,1.54535,1.21847,1.17998,0.00886404,0.00886404,0.00886404
24,3503.14,1.732,1.39267,1.23906,0.43916,0.36819,0.33713,0.17869,1.54398,1.22185,1.18018,0.00876305,0.00876305,0.00876305
25,3645.03,1.72143,1.37882,1.236,0.44774,0.36947,0.33579,0.17702,1.55122,1.21373,1.17703,0.00865839,0.00865839,0.00865839
26,3787.22,1.71725,1.37742,1.2343,0.46375,0.37549,0.34445,0.18585,1.5222,1.20811,1.16981,0.00855018,0.00855018,0.00855018
27,3929.53,1.69107,1.35329,1.22728,0.45772,0.37304,0.34752,0.18694,1.51614,1.19692,1.16879,0.00843851,0.00843851,0.00843851
28,4072.36,1.6978,1.3566,1.22839,0.46355,0.37437,0.34868,0.18821,1.50789,1.18576,1.15787,0.00832349,0.00832349,0.00832349
29,4214.85,1.69185,1.34339,1.22386,0.47054,0.38,0.35646,0.19227,1.50891,1.18231,1.16004,0.00820525,0.00820525,0.00820525
30,4356.79,1.69251,1.34597,1.22063,0.47416,0.38481,0.35761,0.19247,1.51748,1.17548,1.16264,0.00808389,0.00808389,0.00808389
31,4498.6,1.68257,1.33464,1.21988,0.45156,0.38363,0.35182,0.18843,1.51841,1.18139,1.164,0.00795954,0.00795954,0.00795954
