epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,162.139,1.44161,1.1561,1.12964,0.58152,0.49348,0.48271,0.28125,1.46113,1.25584,1.14428,0.000998643,0.000998643,0.0510665
2,319.209,1.43606,1.14834,1.12434,0.57067,0.49071,0.48179,0.278,1.46276,1.25874,1.14224,0.00199819,0.00199819,0.00206603
3,474.748,1.44451,1.15136,1.12948,0.58008,0.48321,0.47854,0.27553,1.46715,1.26145,1.14467,0.00199818,0.00199818,0.00199818
4,630.147,1.4416,1.15256,1.13102,0.58622,0.4827,0.47804,0.27539,1.46337,1.2632,1.14332,0.00199592,0.00199592,0.00199592
5,786.381,1.43363,1.13524,1.12277,0.58554,0.4918,0.48344,0.27583,1.50255,1.26349,1.15025,0.00199275,0.00199275,0.00199275
6,941.466,1.43839,1.13995,1.12502,0.57582,0.48538,0.47777,0.27647,1.47136,1.26261,1.14439,0.00198867,0.00198867,0.00198867
7,1096.8,1.43586,1.14435,1.12524,0.58157,0.49052,0.48217,0.27991,1.46402,1.26319,1.14077,0.0019837,0.0019837,0.0019837
8,1252.18,1.43538,1.13382,1.12508,0.57976,0.48887,0.48175,0.27845,1.46944,1.25663,1.14361,0.00197784,0.00197784,0.00197784
9,1406.87,1.42741,1.13329,1.12619,0.58543,0.48665,0.48382,0.28028,1.46435,1.25092,1.14247,0.0019711,0.0019711,0.0019711
10,1562.51,1.42946,1.13541,1.12647,0.57011,0.49219,0.48339,0.27857,1.48729,1.26388,1.14458,0.00196347,0.00196347,0.00196347
11,1718.13,1.43726,1.1334,1.12736,0.5825,0.48348,0.48177,0.27988,1.46889,1.25283,1.14176,0.00195497,0.00195497,0.00195497
12,1873.86,1.43289,1.13087,1.12062,0.5724,0.49143,0.48361,0.27924,1.46441,1.24789,1.14118,0.00194561,0.00194561,0.00194561
13,2029.31,1.43129,1.12358,1.12125,0.57492,0.48894,0.48313,0.27873,1.46899,1.25603,1.1425,0.00193539,0.00193539,0.00193539
14,2184.84,1.4286,1.12358,1.12358,0.57233,0.4825,0.47496,0.27538,1.46999,1.26551,1.14177,0.00192433,0.00192433,0.00192433
15,2340.19,1.42894,1.12846,1.12328,0.58558,0.49146,0.48577,0.27973,1.47957,1.25178,1.14535,0.00191244,0.00191244,0.00191244
16,2497.14,1.43252,1.12803,1.11927,0.58329,0.48866,0.48303,0.27907,1.45775,1.24999,1.13989,0.00189973,0.00189973,0.00189973
17,2652.6,1.42671,1.12219,1.12234,0.57386,0.48773,0.47937,0.27832,1.46091,1.25061,1.14109,0.0018862,0.0018862,0.0018862
18,2807.81,1.4163,1.11062,1.11673,0.58531,0.49112,0.48335,0.28221,1.46451,1.24931,1.14233,0.00187188,0.00187188,0.00187188
19,2964.04,1.42197,1.11115,1.11844,0.58204,0.49038,0.48448,0.28039,1.46525,1.2518,1.14263,0.00185678,0.00185678,0.00185678
20,3121.41,1.42552,1.11735,1.12192,0.58255,0.48544,0.47994,0.27821,1.45874,1.25875,1.14064,0.00184091,0.00184091,0.00184091
21,3278.66,1.42922,1.1146,1.12047,0.5867,0.48907,0.48126,0.27898,1.47552,1.25055,1.14437,0.0018243,0.0018243,0.0018243
22,3435.65,1.42826,1.11199,1.12231,0.5865,0.49082,0.48463,0.27984,1.4658,1.2512,1.14209,0.00180694,0.00180694,0.00180694
23,3591.61,1.41344,1.10574,1.12267,0.59036,0.48172,0.48184,0.28086,1.46106,1.25544,1.14111,0.00178887,0.00178887,0.00178887
24,3748,1.41499,1.09876,1.11541,0.58098,0.48833,0.48373,0.27928,1.47022,1.2533,1.14228,0.0017701,0.0017701,0.0017701
25,3904.98,1.41411,1.09825,1.11757,0.58204,0.49373,0.48723,0.28286,1.46421,1.24481,1.13962,0.00175065,0.00175065,0.00175065
26,4060.73,1.40761,1.09693,1.11725,0.57446,0.49497,0.48534,0.28404,1.4376,1.2433,1.13442,0.00173054,0.00173054,0.00173054
27,4217.26,1.40842,1.09187,1.11992,0.58121,0.49135,0.4819,0.27804,1.47821,1.25614,1.14497,0.00170978,0.00170978,0.00170978
28,4373.13,1.4127,1.09335,1.11762,0.58853,0.49328,0.48272,0.27952,1.46554,1.24401,1.14083,0.00168841,0.00168841,0.00168841
29,4529.54,1.41703,1.10023,1.12052,0.58565,0.49018,0.4809,0.28015,1.45446,1.25088,1.1372,0.00166643,0.00166643,0.00166643
30,4685.5,1.408,1.0895,1.11394,0.60253,0.48384,0.48625,0.28216,1.456,1.24272,1.13892,0.00164387,0.00164387,0.00164387
31,4841.7,1.413,1.09235,1.12056,0.58329,0.48862,0.48287,0.28015,1.45509,1.24557,1.13974,0.00162076,0.00162076,0.00162076
