epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,228.193,1.42936,1.14071,1.12898,0.57633,0.49124,0.49049,0.2869,1.4528,1.24336,1.14316,0.000998643,0.000998643,0.0510665
2,454.742,1.42324,1.13254,1.1239,0.57718,0.49147,0.48934,0.28591,1.46098,1.24599,1.14393,0.00199819,0.00199819,0.00206603
3,680.881,1.43131,1.1356,1.12978,0.57156,0.48735,0.48198,0.28178,1.46077,1.25677,1.1448,0.00199818,0.00199818,0.00199818
4,906.023,1.42913,1.13779,1.13041,0.58196,0.48124,0.48333,0.28089,1.46099,1.25088,1.14384,0.00199592,0.00199592,0.00199592
5,1131.78,1.42059,1.11833,1.12243,0.58308,0.4831,0.48526,0.27812,1.49763,1.25422,1.15119,0.00199275,0.00199275,0.00199275
6,1356.66,1.42519,1.12304,1.12461,0.56339,0.49192,0.4834,0.28206,1.44645,1.24103,1.1404,0.00198867,0.00198867,0.00198867
7,1582.06,1.42464,1.12808,1.12639,0.58348,0.49208,0.48817,0.28318,1.46741,1.24904,1.14471,0.0019837,0.0019837,0.0019837
8,1807.08,1.42271,1.11851,1.12507,0.57754,0.48848,0.49183,0.28776,1.44126,1.23448,1.13817,0.00197784,0.00197784,0.00197784
9,2032.16,1.41463,1.11427,1.12573,0.57426,0.4965,0.48919,0.28801,1.43249,1.23305,1.13752,0.0019711,0.0019711,0.0019711
10,2257.37,1.4164,1.11856,1.12509,0.58212,0.4907,0.49277,0.28912,1.45329,1.23432,1.13895,0.00196347,0.00196347,0.00196347
11,2482.21,1.42508,1.11744,1.1271,0.57291,0.49241,0.48647,0.2854,1.44682,1.24544,1.1383,0.00195497,0.00195497,0.00195497
12,2707.91,1.41908,1.11288,1.11947,0.57583,0.49348,0.49127,0.2854,1.44807,1.2342,1.13866,0.00194561,0.00194561,0.00194561
13,2933.26,1.41745,1.10711,1.11963,0.59056,0.48082,0.48967,0.2844,1.4562,1.23787,1.13987,0.00193539,0.00193539,0.00193539
14,3158.13,1.41402,1.10732,1.12274,0.57438,0.49072,0.48566,0.28559,1.43981,1.24282,1.13729,0.00192433,0.00192433,0.00192433
15,3383.34,1.41619,1.10998,1.12253,0.57829,0.49361,0.48863,0.28512,1.45461,1.24206,1.14007,0.00191244,0.00191244,0.00191244
16,3608.65,1.41919,1.1141,1.11897,0.57152,0.50423,0.48852,0.28189,1.4743,1.24315,1.14432,0.00189973,0.00189973,0.00189973
17,3833.52,1.41305,1.10742,1.12129,0.58147,0.49033,0.48679,0.28585,1.44589,1.23836,1.13768,0.0018862,0.0018862,0.0018862
18,4058.52,1.40428,1.0925,1.11738,0.59002,0.48877,0.48776,0.284,1.46711,1.24005,1.14296,0.00187188,0.00187188,0.00187188
19,4283.22,1.4073,1.09544,1.11801,0.58336,0.48819,0.48968,0.28675,1.45012,1.23439,1.14157,0.00185678,0.00185678,0.00185678
20,4508.05,1.41296,1.10328,1.12148,0.58257,0.4865,0.48729,0.28508,1.44392,1.24275,1.13823,0.00184091,0.00184091,0.00184091
21,4732.68,1.41423,1.10073,1.11893,0.58312,0.48786,0.48763,0.28598,1.44742,1.24132,1.1393,0.0018243,0.0018243,0.0018243
22,4957.42,1.41509,1.09683,1.12048,0.57853,0.49474,0.48737,0.2824,1.46544,1.24432,1.14445,0.00180694,0.00180694,0.00180694
23,5181.95,1.40109,1.09171,1.12115,0.56549,0.50168,0.48577,0.28631,1.44348,1.2412,1.13931,0.00178887,0.00178887,0.00178887
24,5406.88,1.40171,1.08216,1.11494,0.56901,0.49956,0.48908,0.2845,1.45149,1.24228,1.13877,0.0017701,0.0017701,0.0017701
25,5631.58,1.40019,1.08156,1.11588,0.58549,0.49042,0.49048,0.28688,1.46521,1.24293,1.14157,0.00175065,0.00175065,0.00175065
26,5856.17,1.39418,1.08029,1.11582,0.57674,0.4927,0.48941,0.2887,1.43593,1.23389,1.13421,0.00173054,0.00173054,0.00173054
27,6081.08,1.39435,1.07692,1.11814,0.57207,0.49502,0.48561,0.28241,1.46225,1.24574,1.14001,0.00170978,0.00170978,0.00170978
28,6305.52,1.39841,1.07764,1.11619,0.5818,0.49384,0.49232,0.28853,1.44481,1.23521,1.13879,0.00168841,0.00168841,0.00168841
29,6529.91,1.4022,1.08224,1.11837,0.57365,0.49306,0.48726,0.2848,1.4402,1.2427,1.13549,0.00166643,0.00166643,0.00166643
30,6754.26,1.39394,1.07265,1.11236,0.57101,0.50382,0.49188,0.28616,1.44627,1.23592,1.13787,0.00164387,0.00164387,0.00164387
31,6978.43,1.3981,1.07707,1.119,0.57674,0.49362,0.48842,0.28646,1.44326,1.23378,1.13689,0.00162076,0.00162076,0.00162076
32,7203.08,1.39755,1.0712,1.1141,0.58012,0.4898,0.48596,0.28419,1.45181,1.23525,1.1389,0.00159712,0.00159712,0.00159712
33,7427.36,1.39892,1.07812,1.11309,0.57768,0.49432,0.48826,0.28737,1.43319,1.23378,1.13494,0.00157296,0.00157296,0.00157296
34,7652.1,1.39608,1.06904,1.11133,0.5805,0.49218,0.49066,0.28728,1.44884,1.23248,1.13752,0.00154832,0.00154832,0.00154832
35,7876.72,1.39193,1.06651,1.11429,0.58667,0.49496,0.48959,0.28753,1.44571,1.23112,1.13608,0.00152321,0.00152321,0.00152321
36,8101.18,1.38668,1.05982,1.11081,0.57527,0.50076,0.48725,0.28452,1.44614,1.23833,1.13867,0.00149767,0.00149767,0.00149767
37,8325.59,1.39041,1.0643,1.10791,0.57941,0.49466,0.48958,0.28568,1.44148,1.2365,1.13646,0.00147172,0.00147172,0.00147172
38,8550.15,1.3833,1.05344,1.1111,0.5753,0.49507,0.48678,0.2834,1.45413,1.24133,1.13972,0.00144538,0.00144538,0.00144538
39,8774.29,1.39238,1.06244,1.11234,0.57424,0.49979,0.48791,0.28534,1.44528,1.23366,1.13624,0.00141867,0.00141867,0.00141867
40,8998.68,1.37965,1.05106,1.11102,0.58471,0.49942,0.49286,0.28961,1.44361,1.23431,1.13648,0.00139164,0.00139164,0.00139164
41,9223.45,1.38432,1.05628,1.11015,0.58204,0.49468,0.48942,0.28735,1.45011,1.23547,1.1387,0.0013643,0.0013643,0.0013643
42,9448.09,1.38499,1.05344,1.11328,0.57952,0.50016,0.4895,0.28596,1.4516,1.23516,1.13915,0.00133667,0.00133667,0.00133667
43,9672.73,1.38201,1.05237,1.10776,0.58079,0.49838,0.48939,0.28625,1.4455,1.23715,1.13814,0.00130879,0.00130879,0.00130879
44,9897.22,1.38339,1.04653,1.10714,0.58321,0.49182,0.48778,0.2855,1.44766,1.23536,1.13846,0.00128069,0.00128069,0.00128069
45,10121.5,1.38045,1.04991,1.11308,0.5792,0.49536,0.48685,0.2859,1.4485,1.23753,1.13802,0.00125239,0.00125239,0.00125239
46,10345.8,1.3754,1.04167,1.11097,0.56939,0.50127,0.4873,0.28483,1.45283,1.23667,1.14014,0.00122392,0.00122392,0.00122392
47,10570.7,1.38312,1.04528,1.10771,0.59099,0.48691,0.49155,0.28807,1.43977,1.23294,1.1353,0.00119531,0.00119531,0.00119531
48,10795.7,1.37516,1.03958,1.10531,0.58834,0.4932,0.49102,0.28743,1.45164,1.23738,1.13874,0.00116658,0.00116658,0.00116658
49,11020.3,1.37372,1.03867,1.10924,0.5881,0.49119,0.49373,0.28928,1.4436,1.23314,1.13688,0.00113777,0.00113777,0.00113777
50,11245.4,1.37809,1.04323,1.1043,0.58254,0.4962,0.48989,0.2864,1.4482,1.23987,1.13895,0.0011089,0.0011089,0.0011089
51,11470.2,1.37768,1.04488,1.10865,0.57183,0.49439,0.4871,0.28563,1.44714,1.23889,1.13808,0.00108,0.00108,0.00108
52,11695.2,1.37691,1.0389,1.10795,0.57813,0.49002,0.48611,0.28535,1.44692,1.23761,1.13755,0.0010511,0.0010511,0.0010511
53,11919.8,1.36905,1.02405,1.10548,0.57382,0.49817,0.48753,0.28544,1.4418,1.23813,1.13762,0.00102223,0.00102223,0.00102223
54,12144.6,1.37868,1.0357,1.10603,0.58201,0.48907,0.48474,0.28404,1.44165,1.23847,1.13668,0.00099342,0.00099342,0.00099342
55,12369.6,1.37611,1.03588,1.10549,0.58929,0.48689,0.48577,0.28308,1.44931,1.23614,1.13933,0.000964693,0.000964693,0.000964693
56,12594,1.37532,1.03324,1.10631,0.58533,0.48987,0.48648,0.28558,1.44419,1.2351,1.137,0.00093608,0.00093608,0.00093608
57,12818.6,1.36967,1.02426,1.10421,0.58094,0.49122,0.48705,0.28416,1.4489,1.23863,1.13846,0.000907609,0.000907609,0.000907609
58,13043.2,1.37525,1.0346,1.10507,0.58331,0.49084,0.4848,0.28407,1.44602,1.23671,1.13777,0.000879308,0.000879308,0.000879308
59,13267.9,1.3696,1.02574,1.10395,0.58687,0.48891,0.48689,0.28467,1.44774,1.24184,1.13844,0.000851205,0.000851205,0.000851205
60,13492.7,1.37296,1.0269,1.1054,0.58211,0.49342,0.48837,0.28671,1.44431,1.23909,1.13723,0.000823328,0.000823328,0.000823328
61,13717.3,1.36377,1.02188,1.1025,0.58445,0.49467,0.48822,0.28566,1.44971,1.23866,1.13864,0.000795704,0.000795704,0.000795704
62,13941.5,1.35362,1.00914,1.10085,0.59055,0.48653,0.48871,0.28606,1.44159,1.23411,1.13752,0.000768361,0.000768361,0.000768361
63,14165.9,1.36672,1.01878,1.1051,0.58605,0.49027,0.4873,0.2869,1.43347,1.23238,1.13432,0.000741325,0.000741325,0.000741325
64,14390.2,1.35841,1.01376,1.10561,0.58244,0.49215,0.48759,0.28576,1.44517,1.2361,1.13754,0.000714624,0.000714624,0.000714624
65,14614.2,1.36182,1.01606,1.10334,0.58622,0.48928,0.48544,0.28435,1.44221,1.2424,1.13771,0.000688283,0.000688283,0.000688283
66,14838.4,1.35693,1.00779,1.09689,0.57885,0.49528,0.48553,0.28489,1.44293,1.24136,1.13798,0.000662329,0.000662329,0.000662329
67,15062.5,1.36687,1.01992,1.10236,0.58347,0.49244,0.4852,0.28494,1.4434,1.24315,1.13755,0.000636787,0.000636787,0.000636787
68,15286.7,1.35828,1.01548,1.10232,0.57827,0.49617,0.48773,0.28619,1.4418,1.2419,1.13681,0.000611682,0.000611682,0.000611682
69,15511,1.35382,1.00739,1.09996,0.56981,0.50218,0.48864,0.286,1.44544,1.2395,1.13731,0.000587039,0.000587039,0.000587039
70,15735.2,1.35894,1.00771,1.09975,0.57743,0.49906,0.48997,0.28623,1.44527,1.24112,1.13819,0.000562883,0.000562883,0.000562883
71,15959.5,1.36187,1.01027,1.10152,0.58929,0.49003,0.48822,0.2846,1.45037,1.24351,1.13937,0.000539238,0.000539238,0.000539238
72,16183.8,1.35754,1.00438,1.10316,0.58472,0.49052,0.48845,0.28586,1.43955,1.2385,1.13614,0.000516126,0.000516126,0.000516126
73,16408.1,1.35477,1.00233,1.09419,0.57918,0.49549,0.48723,0.28552,1.44026,1.23872,1.13676,0.00049357,0.00049357,0.00049357
74,16632.7,1.3518,1.00077,1.09496,0.58111,0.49534,0.48788,0.28552,1.44144,1.23985,1.13724,0.000471593,0.000471593,0.000471593
75,16856.9,1.35393,0.99848,1.10057,0.57567,0.49739,0.4879,0.28645,1.43818,1.23927,1.13673,0.000450217,0.000450217,0.000450217
76,17081.6,1.34788,0.99334,1.09666,0.57535,0.49487,0.48541,0.28493,1.4418,1.24447,1.13702,0.000429462,0.000429462,0.000429462
77,17306.1,1.34773,0.99722,1.09691,0.58151,0.4928,0.48436,0.28488,1.44096,1.24384,1.13753,0.000409349,0.000409349,0.000409349
78,17530.4,1.35318,1.00337,1.10104,0.58223,0.49361,0.48684,0.28551,1.44318,1.24294,1.13826,0.000389898,0.000389898,0.000389898
79,17754.3,1.35002,0.99657,1.09627,0.58482,0.48757,0.48607,0.28504,1.44204,1.24101,1.1373,0.000371128,0.000371128,0.000371128
80,17978.4,1.35165,0.99712,1.10025,0.58493,0.48743,0.48498,0.28449,1.44143,1.24275,1.13774,0.000353057,0.000353057,0.000353057
81,18202.7,1.34789,0.99037,1.09244,0.5859,0.48847,0.48599,0.28468,1.44198,1.24216,1.13784,0.000335704,0.000335704,0.000335704
82,18427.2,1.35982,1.00489,1.09626,0.5906,0.48553,0.48534,0.28395,1.44478,1.24165,1.13779,0.000319086,0.000319086,0.000319086
83,18651.3,1.35547,0.99419,1.0987,0.58373,0.48924,0.48455,0.28403,1.44356,1.24374,1.13728,0.000303218,0.000303218,0.000303218
84,18875.3,1.34984,0.99115,1.09609,0.58048,0.49117,0.48408,0.28308,1.44404,1.24414,1.13766,0.000288117,0.000288117,0.000288117
85,19099.4,1.35006,0.9928,1.09832,0.584,0.48624,0.48406,0.28234,1.44551,1.24301,1.13845,0.000273798,0.000273798,0.000273798
86,19323.3,1.33645,0.98193,1.09298,0.59074,0.4846,0.48245,0.2823,1.44232,1.24511,1.13743,0.000260274,0.000260274,0.000260274
87,19547.2,1.34334,0.98994,1.09443,0.58299,0.49102,0.48482,0.28356,1.44262,1.24443,1.1375,0.000247559,0.000247559,0.000247559
88,19771.5,1.34253,0.98654,1.09557,0.58608,0.48758,0.48505,0.28363,1.44362,1.24465,1.13793,0.000235666,0.000235666,0.000235666
89,19995.7,1.34331,0.98419,1.09338,0.58571,0.48919,0.48382,0.28324,1.44365,1.24628,1.13804,0.000224606,0.000224606,0.000224606
90,20220.3,1.34273,0.98403,1.09235,0.57541,0.49405,0.4836,0.28317,1.44247,1.24532,1.13735,0.00021439,0.00021439,0.00021439
91,20440.6,1.292,0.91233,1.09929,0.58116,0.48643,0.48029,0.28067,1.45004,1.25267,1.14019,0.000205028,0.000205028,0.000205028
92,20659.4,1.28993,0.91013,1.10164,0.57806,0.48448,0.47886,0.27932,1.45251,1.25444,1.14099,0.00019653,0.00019653,0.00019653
93,20878.3,1.28595,0.90345,1.09852,0.58089,0.4846,0.4793,0.27954,1.45263,1.25421,1.14128,0.000188903,0.000188903,0.000188903
94,21097.4,1.28574,0.90576,1.09629,0.5751,0.4855,0.47827,0.2793,1.454,1.25557,1.14119,0.000182157,0.000182157,0.000182157
95,21316.2,1.2884,0.90494,1.09765,0.57804,0.48648,0.47975,0.27984,1.4533,1.25604,1.14088,0.000176296,0.000176296,0.000176296
96,21534.9,1.2829,0.90291,1.09623,0.58623,0.48144,0.47955,0.27949,1.45474,1.25735,1.14145,0.000171327,0.000171327,0.000171327
97,21753.6,1.28143,0.90049,1.093,0.58292,0.48285,0.47939,0.27961,1.45461,1.25709,1.1414,0.000167254,0.000167254,0.000167254
98,21972.4,1.27946,0.89953,1.09822,0.58036,0.48646,0.47921,0.27937,1.45361,1.25646,1.14113,0.000164083,0.000164083,0.000164083
99,22191.3,1.28368,0.89822,1.09608,0.5789,0.48792,0.47888,0.27946,1.45483,1.25753,1.14153,0.000161815,0.000161815,0.000161815
100,22409.9,1.28382,0.90139,1.09453,0.58029,0.4864,0.4779,0.27852,1.45539,1.25899,1.14198,0.000160454,0.000160454,0.000160454
