epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,161.237,1.44348,1.16026,1.12579,0.58133,0.48435,0.48172,0.28079,1.45815,1.25578,1.13825,0.000998643,0.000998643,0.0510665
2,316.605,1.43826,1.15228,1.12028,0.58017,0.48173,0.48146,0.27847,1.46723,1.25727,1.14041,0.00199819,0.00199819,0.00206603
3,470.471,1.4457,1.15423,1.12552,0.58462,0.48058,0.47826,0.27655,1.46761,1.26413,1.1403,0.00199818,0.00199818,0.00199818
4,624.185,1.44303,1.15766,1.12671,0.58343,0.482,0.47913,0.27475,1.48723,1.26154,1.14341,0.00199592,0.00199592,0.00199592
5,778.395,1.4358,1.14234,1.11894,0.57083,0.48969,0.47758,0.27337,1.50001,1.26487,1.14624,0.00199275,0.00199275,0.00199275
6,931.671,1.44096,1.14546,1.12106,0.58486,0.4822,0.48219,0.27862,1.46138,1.25278,1.13843,0.00198867,0.00198867,0.00198867
7,1085.6,1.43985,1.14924,1.12237,0.58678,0.47966,0.48049,0.27761,1.46962,1.26695,1.14024,0.0019837,0.0019837,0.0019837
8,1239.99,1.43667,1.13706,1.12199,0.59294,0.48497,0.48453,0.27987,1.46718,1.25053,1.13975,0.00197784,0.00197784,0.00197784
9,1393.29,1.42908,1.13588,1.12234,0.57785,0.49108,0.4845,0.2825,1.44033,1.24134,1.1334,0.0019711,0.0019711,0.0019711
10,1546.49,1.4311,1.13897,1.12276,0.578,0.49004,0.48662,0.28005,1.47725,1.25293,1.14036,0.00196347,0.00196347,0.00196347
11,1700.01,1.4397,1.13772,1.12318,0.59553,0.47534,0.47963,0.27941,1.46074,1.25259,1.13889,0.00195497,0.00195497,0.00195497
12,1854.52,1.43402,1.13446,1.11705,0.59336,0.4866,0.48412,0.28037,1.45742,1.2452,1.13701,0.00194561,0.00194561,0.00194561
13,2008.88,1.43249,1.12649,1.11736,0.59003,0.48122,0.48226,0.28125,1.45083,1.24593,1.13656,0.00193539,0.00193539,0.00193539
14,2162.53,1.42914,1.12871,1.12066,0.57954,0.48691,0.47876,0.2782,1.46595,1.25784,1.13957,0.00192433,0.00192433,0.00192433
15,2316.53,1.4303,1.13064,1.11976,0.58755,0.48465,0.48392,0.27804,1.47193,1.24904,1.14075,0.00191244,0.00191244,0.00191244
16,2470.48,1.43326,1.13385,1.11614,0.58252,0.48845,0.48583,0.28215,1.45885,1.24315,1.13832,0.00189973,0.00189973,0.00189973
17,2624.14,1.42748,1.12632,1.11871,0.57482,0.477,0.47563,0.27606,1.46341,1.25276,1.13873,0.0018862,0.0018862,0.0018862
18,2778.36,1.41806,1.11213,1.11363,0.58704,0.48384,0.48132,0.27756,1.48033,1.25918,1.14375,0.00187188,0.00187188,0.00187188
19,2931.95,1.422,1.11445,1.1148,0.59381,0.4877,0.4864,0.28336,1.45573,1.24893,1.13854,0.00185678,0.00185678,0.00185678
20,3085.63,1.42817,1.12297,1.11869,0.58458,0.48855,0.48141,0.27868,1.46241,1.25426,1.13812,0.00184091,0.00184091,0.00184091
